category,is_closed,latitude,longitude,name,rating,review_count
burgers,,34.099915,-118.2589283,El Chato Taco Truck,4,297
chinese,,34.06301,-118.2384,El Cholo,4,2484
burgers,,34.099915,-118.2589283,El Cochinito Restaurant,4,298
ramen,,34.062038,-118.3424849,El Comal,4,108
asianfusion,,34.07397765,-118.2515627,El Compadre,4,598
asianfusion,,34.07397765,-118.2515627,El Coyote Mexican Cafe,4,599
korean,,34.06340679,-118.3038818,El Flamin' Taco,4.5,1293
italian,,34.05101747,-118.257886,El Huarache Azteca,4,1531
mexican,,34.0327911,-118.3417282,El Huarachito,4.5,1127
bbq,,34.06383505,-118.305978,El Paseo Inn,4.5,674
breakfast_brunch,,34.05744023,-118.3451571,El Patroncito Mexican Cuisine,5,216
argentine,,34.0574375,-118.2937431,El Taco Toro,4.5,430
mexican,,34.0906351,-118.307928,El Taurino,4.5,686
tacos,,34.08827,-118.32633,El Zarape,4,900
newamerican,FALSE,34.048111,-118.258345,Elbow Room,4.5,353
german,,34.07757,-118.34438,Elderberries Threefold Cafe,4,831
brazilian,,33.99933153,-118.4183068,Electric Karma,4,805
pizza,,34.10211,-118.29962,Electric Lotus,4.5,747
cajun,,34.0109188,-118.3366526,Electric Owl,4,174
cajun,,34.0109188,-118.3366526,Elf Café,4,173
vietnamese,FALSE,34.04721535,-118.2561958,Elio’s Wood Fire Pizza,4,1449
vegan,,34.04565336,-118.2324523,EMC Seafood & Raw Bar,4,915
vegan,,34.08279,-118.32404,Emilia,4,2073
vegan,,34.08279,-118.32404,Empanada's Place,4,2074
steak,,34.095603,-118.37238,Employees Only,3.5,1841
korean,,34.06308369,-118.2974812,Emporium Thai,4.5,1460
coffee,,34.060212,-118.291328,Erin McKenna's Bakery,4.5,1060
vegan,,34.08279,-118.32404,Escala,4,2075
coffee,,34.11055,-118.28726,Everytable,4,848
coffee,,34.11055,-118.28726,Fabiolus Cucina,4,850
french,,34.07214,-118.34368,Faith & Flower,4,257
sushi,,34.0498199,-118.25819,Fala Bar,3.5,2082
french,,34.07214,-118.34368,Falafel-Arax,4,259
seafood,,34.06242492,-118.2976707,Far Bar,4,2288
breakfast_brunch,,34.021791,-118.396617,Farfalla Trattoria,4,1274
breakfast_brunch,,34.021791,-118.396617,Farmhouse,4,1274
soup,,34.06646855,-118.3093839,Fat Dog,5,7
soup,,34.06646855,-118.3093839,Fat Sal's Deli - Hollywood,4,9
salad,,34.083673,-118.341008,Father's Office,4,821
mexican,,34.1014551,-118.3314412,Feast,4,769
mexican,,34.1014551,-118.3314412,Fei Xiang Gong,4,768
mexican,,34.0596284,-118.3451919,Feng Mao Lamb Kebab,4,638
mexican,,34.0596284,-118.3451919,Fig & Olive - Melrose Place,4,639
tex-mex,,34.09979,-118.29021,Figaro Bistrot,4.5,960
brazilian,,34.0156678,-118.4127939,Figueroa Philly Cheese Steak,4.5,25
tradamerican,FALSE,34.096039,-118.326357,FIN Asian Tapas - Hollywood,4.5,166
brazilian,,34.0156678,-118.4127939,Fire Chicken,4.5,25
argentine,,34.0839249,-118.3630799,Firehouse Restaurant,4.5,964
mexican,,34.08383745,-118.213409,Fisherman's Island LA,5,94
mexican,,34.08383745,-118.213409,Fisherman's Outlet,5,95
burgers,,34.095947,-118.371902,Five Leaves LA,4,765
mexican,,34.07251,-118.2213,Flavors of Thai,4,1196
mexican,,34.07251,-118.2213,Fleming's Prime Steakhouse & Wine Bar,4,1198
armenian,,34.10137,-118.30125,Flore Vegan Cuisine,4.5,660
armenian,,34.10137,-118.30125,Fogo de Chão Brazilian Steakhouse,4.5,661
cocktailbars,,34.05049,-118.24406,Food,4,1349
bbq,,34.0665313,-118.2542661,Food Fair By Diego,4,1996
bars,,34.04493399,-118.2658048,Foodlab,3.5,2593
cafes,,34.0838349,-118.3692845,Forage,4,324
cafes,,34.0838349,-118.3692845,Fortune House Chinese Cuisine,4,324
cafes,,34.0838349,-118.3692845,Founders Ale House,4,325
seafoodmarkets,,34.04083,-118.24018,Four Cafe,4,1099
cafes,,34.0838349,-118.3692845,Frankie's,4,325
mexican,,34.0466,-118.21837,Franklin & Company Tavern,4,492
mexican,,34.0466,-118.21837,Fratelli Cafe,4,493
sandwiches,,34.07225218,-118.3626293,Fred 62,4.5,1098
mexican,,34.04262833,-118.2532948,Freedman's,4.5,619
bars,,34.044846,-118.249564,Fresh Corn Grill,3.5,2184
mexican,,34.04262833,-118.2532948,Friends & Family,4.5,620
tradamerican,,34.04641173,-118.2628458,Frog Frozen Yogurt,3.5,2929
japanese,,33.98642,-118.27357,Frogtowns Gourmet Tacos,4.5,118
mexican,,33.9927987,-118.4227098,Froma on Melrose,4,1204
mexican,,33.9927987,-118.4227098,FryMadness,4,1205
mexican,,34.15258,-118.36437,Fukurou Ramen,4,758
mexican,,34.15258,-118.36437,Full House Seafood Restaurant,4,759
tradamerican,,34.06333,-118.30072,Full Moon House 福临门,4,1488
chinese,FALSE,34.06301,-118.2384,Funculo,4,2485
ethiopian,,34.05671,-118.36483,Furaibo Restaurant,4.5,728
thai,,34.1018849,-118.30513,Gaam Restaurant and Lounge,4,1696
steak,,34.068843,-118.398751,Gaby's Mediterranean Restaurant Cafe,4,4632
tradamerican,,34.06333,-118.30072,Gam Ja Gol,4,1487
catering,,34.0056987,-118.3342202,GamBoJok,5,25
italian,FALSE,34.050039,-118.248552,Genghis Cohen,4,2767
seafood,,34.10186778,-118.3120026,Genki Grill,4.5,461
seafood,,34.0762031,-118.3779835,Genwa Korean BBQ,4,151
mexican,FALSE,34.05241,-118.30071,Get Bbul,4,2123
mediterranean,,34.0249037,-118.2845961,Ghost Pizza Kitchen,4,176
korean,,34.07403097,-118.309188,Gigi's Bakery & Café,4,1500
newamerican,,34.0728,-118.36878,Gingergrass,3.5,1715
mediterranean,,34.0249037,-118.2845961,Ginza Ramen,4,177
mediterranean,,34.0249037,-118.2845961,Gizmo's Cereal Bar,4,177
mexican,,34.0465306,-118.2506799,Gloria's Cafe,4.5,1706
seafood,,34.0833651,-118.3262166,Gloria's Cuisine LA,4,2262
juicebars,,34.0638574,-118.3095668,Glowing Juices/ Vegan Market,4,674
latin,,34.0359554,-118.2920263,Go Pocha,4,424
latin,,34.10507,-118.2728548,Gogobop Korean Rice Bar,4.5,54
korean,,34.06309,-118.29754,Gokoku Vegetarian Ramen Shop,4.5,114
korean,,34.06309,-118.29754,Gol Tong Chicken,4.5,116
korean,,34.06452321,-118.3091645,Golden Dragon Restaurant,4.5,163
chickenshop,,33.95967,-118.30991,Golden Lake Eatery Cambodian Restaurant,4.5,51
chickenshop,,33.95967,-118.30991,Golden Mongolian Restaurant,4.5,52
soulfood,,34.05082,-118.36183,Golden State,4,95
korean,,34.0669316,-118.2921742,Good Burger,4.5,989
italian,,34.08319,-118.33908,Good Goose Cafe,4,552
italian,,34.08319,-118.33908,Good Greek Grill,4,552
italian,,34.08319,-118.33908,Gracias Madre,4,553
italian,,34.08319,-118.33908,Gracie's Pizza,4,553
asianfusion,,34.0981492,-118.3501071,Grand Central Market,4,1074
asianfusion,,34.0981492,-118.3501071,Granny's Kitchen,4,1075
mexican,,34.00058954,-118.2738522,GRANVILLE,4.5,67
mexican,,34.01744,-118.2783,Green Apple Cafe,4.5,1188
italian,,34.03447,-118.28341,Green Leaves Vegan,4,1355
bbq,,34.0421867,-118.3088951,Green Table Cafe,4,62
coffee,,34.084366,-118.286636,Grilled Fraiche,4,1948
pizza,,34.08346062,-118.2951754,Groundwork Coffee Co.,4.5,497
bbq,,34.0421867,-118.3088951,Grub,4,62
japanese,,34.0493955,-118.2397527,Guelaguetza Restaurante,4,477
japanese,,34.0493955,-118.2397527,Guerrilla Tacos,4,478
chinese,,34.06616,-118.23586,Guisados,4,324
chinese,,34.06616,-118.23586,Guisados DTLA,4,324
korean,,34.052144,-118.310428,Gus's Drive In,4,1613
hotdog,,34.057693,-118.2936795,Gus's World Famous Fried Chicken,4.5,57
coffee,,34.12974,-118.21645,Gwang Yang BBQ,4.5,478
korean,,34.06309902,-118.2971334,Gwen Butcher Shop,4,728
korean,,34.06309902,-118.2971334,Gyu-Kaku Japanese BBQ,4,729
foodstands,,34.04587816,-118.3447279,H Cafe,5,31
mexican,,34.0572413,-118.2383631,H&H Brazilian Steakhouse,4,793
mexican,,34.03967,-118.25472,Hae Ha Heng Thai Bistro,4.5,362
mexican,,34.03967,-118.25472,Hae Jang Chon Korean BBQ Restaurant,4.5,362
mexican,,34.03967,-118.25472,Haemaru,4.5,363
mexican,,34.03967,-118.25472,Hak San - LA,4.5,363
cocktailbars,,34.04676,-118.25099,Hakata Ikkousha,4,259
cocktailbars,,34.04676,-118.25099,Halmoni Grandmas Dukbokki,4,259
bakeries,,34.0603059,-118.4208591,Ham Ji Park,4,1013
mediterranean,,34.1023799,-118.32715,Hama Sushi,4,1702
breakfast_brunch,,34.09019089,-118.2777252,Han Bat Sul Lung Tang,4,1628
seafood,,34.0728,-118.37363,Han Mi Jung,4.5,663
coffee,,34.083871,-118.3501442,Hana Ichimonme,5,17
venezuelan,,34.171879,-118.381737,Hana Kitchen,4.5,358
cafes,,34.05218,-118.28737,Hangari Bajirak Kalguksu,5,70
cafes,,34.05218,-118.28737,Happy Taco,5,76
cafes,,34.05218,-118.28737,Harold & Belle's,5,79
bars,,34.044846,-118.249564,Hash,3.5,2184
bars,,34.044846,-118.249564,Hasiba,3.5,2184
italian,,34.045168,-118.256526,HaSunSaeng - MasterHA,4,1600
italian,,34.045168,-118.256526,HATCH Yakitori + Bar,4,1600
italian,,34.045168,-118.256526,Hatchet Hall,4,1601
italian,,34.045168,-118.256526,Hayato,4,1601
chinese,,34.07817,-118.25676,Healthy Zone Jook Hyang,4.5,227
chinese,,34.07817,-118.25676,Here's Looking At You,4.5,227
japanese,,34.04738712,-118.2571949,Hide Sushi Japanese Restaurant,4,2348
farmersmarket,,34.06143,-118.35405,HiFi Kitchen,4.5,35
comfortfood,,34.0377826,-118.2428721,High Tide,4,841
comfortfood,,34.0377826,-118.2428721,HiHo Cheeseburger,4,841
sushi,FALSE,34.08319167,-118.273245,Hill Street Bar & Restaurant,4.5,634
newamerican,,34.06060001,-118.3445095,Himalayan House,4,415
breakfast_brunch,,34.06301,-118.30622,Hinoki & The Bird,4,1191
cuban,,34.02114,-118.4036,HMS Bounty,4,2186
breakfast_brunch,,34.06301,-118.30622,Hock+Hoof,4,1192
sushi,,34.0637422,-118.3671403,HoHo Chicken,4.5,185
korean,,34.06158663,-118.3032418,Hokkaido Ramen Santouka,4.5,2045
foodstands,,34.07257747,-118.2146945,Holbox,4.5,897
foodstands,,34.07257747,-118.2146945,Hollywood Burger,4.5,899
newamerican,,34.07247231,-118.3593774,Hollywood Pies,4,2143
french,FALSE,34.06415,-118.34367,Hollywood Thai,4,5144
korean,,34.0560571,-118.2897392,Home Restaurant - Los Feliz,4,909
pizza,,34.07727,-118.26389,Homegirl Cafe,4,280
pizza,,34.07727,-118.26389,HomeState,4,280
cafes,,34.03871165,-118.2642529,Honda Ya Izakaya,4.5,129
korean,,34.05508861,-118.2919263,Honey Bee's House of Breakfast,4,106
korean,,34.05508861,-118.2919263,Honey Hi,4,108
newamerican,,34.0596002,-118.4143396,Honey Night,4,1664
brazilian,,34.04191749,-118.2551352,Honey Pig,4,1382
newamerican,,34.0596002,-118.4143396,Honeybee Burger,4,1665
southern,,34.06962,-118.27756,Honeybird,4.5,298
diners,,33.97795,-118.37064,Honeymee,4,1171
tradamerican,,34.06333,-118.30072,Honeymee Wilshire,4,1487
southern,,34.06962,-118.27756,Hong Kong Ban Jum 0410 / Paik's Noodle,4.5,298
juicebars,,34.143929,-118.398974,Horse Thief BBQ,4.5,367
creperies,,34.05718003,-118.2529243,Hot Motha Clucker,4.5,136
breakfast_brunch,,34.06413661,-118.2838863,Hot Wings Cafe,5,80
breakfast_brunch,,34.06413661,-118.2838863,House of Curry,5,83
southern,,34.07364241,-118.3767745,House Of Pies,4.5,938
breakfast_brunch,,34.06413661,-118.2838863,Howlin' Ray's,5,86
vegan,,34.08342,-118.37011,Hoy-Ka Thai Restaurant,4,1941
vegan,,34.08342,-118.37011,Hoy's Wok Chinese Restaurant,4,1942
italian,,34.06505004,-118.2464933,Humble Potato,4.5,993
vegan,,34.08342,-118.37011,Hummus Republic,4,1942
vegan,,34.08342,-118.37011,Hungry Crowd,4,1945
mexican,,34.1010002,-118.2872851,Hurry Curry of Tokyo,4,2121
italian,FALSE,34.103042,-118.291857,Hwal Uh Kwang Jang,4,945
vegan,,34.08342,-118.37011,Hyperion Public,4,1945
coffee,,34.0835863,-118.3623821,Hyperslow,4.5,426
indpak,,34.0621767,-118.3481449,I Love Sweetea,4,1257
coffee,,34.0835863,-118.3623821,I Panini di Ambra,4.5,427
coffee,,34.0835863,-118.3623821,Idle Hour,4.5,428
breakfast_brunch,,34.072893,-118.37179,Ignatius Cafe,4,2250
desserts,,33.9886408,-118.3533352,Iki Ramen,5,63
desserts,,33.9886408,-118.3533352,IL Bambino Restaurant,5,63
seafood,,34.05013744,-118.2424222,Il Capriccio on Vermont,4,1196
breakfast_brunch,,34.0633975,-118.3759994,Il Cielo,4.5,726
mediterranean,,34.1012388,-118.331478,Il Giardino,4.5,224
korean,FALSE,34.064009,-118.3007013,Il Pastaio,4.5,1953
taiwanese,FALSE,34.09059638,-118.2771721,Ima,4.5,2137
korean,,34.05279,-118.27807,Imperial Western Beer Company,4.5,35
korean,,34.0614471,-118.311821,In-N-Out Burger,4.5,180
southern,,34.102039,-118.299858,India's Grill,4.5,727
ramen,,34.05008091,-118.2401805,India's Restaurant,4,8318
ramen,,34.05008091,-118.2401805,India's Tandoori,4,8317
southern,,34.04810715,-118.3262787,India's Tandoori Hollywood,4,1362
ramen,,34.05008091,-118.2401805,Indimex Eats,4,8325
latin,,34.03528194,-118.2530662,Industriel,4.5,341
latin,,34.03528194,-118.2530662,Inko Nito,4.5,340
korean,,34.063852,-118.294609,Inti Restaurant,4,814
bars,FALSE,34.05011891,-118.2414611,Ippudo,4,898
korean,,34.063852,-118.294609,Isaan Station Thai Street Food,4,814
chickenshop,,34.0880681,-118.308962,It's Pho hollywood,4.5,2513
italian,FALSE,34.06372,-118.36446,Itacho Ramen & Sushi,5,11
colombian,FALSE,34.06373,-118.296869,Itaewon Izakaya,4,1107
chickenshop,,34.16468,-118.37409,Ivanhoe Restaurant & Bar,5,5
french,FALSE,34.1053549,-118.3246985,Ivory on Sunset,4.5,439
chickenshop,,34.0880681,-118.308962,ixlb DimSum Eats,4.5,2513
chickenshop,,34.0880681,-118.308962,Izakaya Fu-ga,4.5,2523
chickenshop,,34.0880681,-118.308962,Izakaya Gazen,4.5,2523
burmese,,34.08256911,-118.2722527,Izakaya Mi Young,4.5,316
streetvendors,,34.05545044,-118.2472382,Izakaya Tora,5,59
coffee,,34.08321,-118.3464,Jack N Jill's Too,4.5,1051
seafood,,34.10142181,-118.3259859,Jack's Family Kitchen,3.5,834
comfortfood,,34.03545834,-118.2585653,Jacks N Joe,5,81
cafes,,34.06273,-118.30946,Jae Bu Do,4,630
comfortfood,,34.03545834,-118.2585653,Jaffa,5,82
pizza,,34.09100997,-118.2977629,Jaffa Palms,4.5,1101
ramen,FALSE,34.08316,-118.32627,Jalapeño Pete's,5,1
tradamerican,,34.0556347,-118.2746478,Jane Q,3.5,229
taiwanese,,34.05816758,-118.4173103,Jang Choong Dong JokBal,4,1121
shanghainese,,34.1434651,-118.2560737,Jang Ga Ne,4,3428
vietnamese,,34.0533378,-118.3089351,Jar,4.5,603
taiwanese,,34.05816758,-118.4173103,Jaragua,4,1123
italian,,34.0786401,-118.3613451,Javista Organic Coffee Bar,4,1548
ramen,,34.06413665,-118.3094609,Jay's Bar,4.5,518
coffee,,34.11055,-118.28726,Jeff's Gourmet Sausage Factory,4,852
taiwanese,,34.05816758,-118.4173103,Jeon Ju Restaurant,4,1128
shanghainese,,34.1434651,-118.2560737,Jeong Yuk Jeom,4,3431
taiwanese,,34.05816758,-118.4173103,Jeonju Hyundaiok,4,1130
burgers,,34.047441,-118.293926,Jesse Boy,4,1959
hotdog,,34.02829238,-118.2752082,Jewel,4.5,1859
hotdog,,34.02829238,-118.2752082,Jinsol Gukbap,4.5,1860
hotdog,,34.02829238,-118.2752082,JINYA Ramen Bar,4.5,1862
food_court,,34.05062855,-118.2486353,JiST Cafe,4,2486
cocktailbars,,34.04799129,-118.2584669,Jitlada,4,492
ramen,,34.04690964,-118.2384162,JJ's Sandwich Shop,4,1212
southern,FALSE,34.102039,-118.299858,JJAN,4.5,726
cocktailbars,,34.04799129,-118.2584669,JJUKKU JJUKKU BBQ,4,493
tradamerican,,34.073855,-118.239959,Joan's on Third,4,175
cocktailbars,,34.04285034,-118.2577596,Joe Coffee,4,1050
tradamerican,,34.073855,-118.239959,Joe's Falafel,4,175
streetvendors,,34.07145,-118.27267,JOEY DTLA,4,252
streetvendors,,34.07145,-118.27267,Jokbal 1030,4,252
donuts,,34.04836,-118.24071,Jon & Vinny's Fairfax,4.5,227
korean,FALSE,34.06308369,-118.2974812,Jones,4.5,1461
latin,,34.01717897,-118.2783506,Joom Bangkok Cafe,5,274
korean,,34.05792,-118.30503,Jopok Topokki,4,592
japanese,,34.0443222,-118.2382339,Joy,4,1735
tradamerican,,34.093984,-118.327639,Jun Won Restaurant,4,1677
tradamerican,,34.093984,-118.327639,Kaban Persian Restaurant,4,1677
sushi,,34.05272458,-118.3185252,Kabob By Faraj Restaurant & Kosher Meat Market,5,33
italian,,34.05101747,-118.257886,KaGaYa,4,1531
salvadoran,,34.12407454,-118.2205758,Kai Ramen,5,116
ramen,,34.04098,-118.25696,Kai Ramen At Joseph's Cafe,4,535
cafes,,34.09982736,-118.3282186,Kali Restaurant,4.5,158
cafes,,34.09982736,-118.3282186,Kang Ho-dong Baekjeong,4.5,159
soulfood,,33.9985785,-118.3307743,Kanpai Japanese Sushi Bar & Grill,4,566
soulfood,,33.9985785,-118.3307743,Kanpai Japanese Sushi Bar & Grill 2,4,567
korean,,34.0693,-118.29253,Karl Strauss Brewing Company,4.5,502
cocktailbars,FALSE,34.052601,-118.263447,KASHIRA SUSHI,4,1145
korean,,34.0693,-118.29253,Kasih,4.5,503
falafel,,34.11696495,-118.2620931,Kass Wine Bar & Restaurant,4.5,667
falafel,,34.11696495,-118.2620931,Katsu by Momota,4.5,668
korean,,34.063757,-118.295838,Katsuya Hollywood,4,1466
mexican,,34.04262833,-118.2532948,Katsuya L.A. Live,4.5,620
falafel,,34.0409575,-118.257195,KazuNori  | The Original Hand Roll Bar,4.5,130
ramen,,34.0837585,-118.352546,KazuNori: The Original Hand Roll Bar,4,336
sushi,,34.0485313,-118.2402898,KC's Crepes Cafe,4,1503
movietheaters,FALSE,34.04809,-118.2589433,Kensho Hollywood,4.5,117
ramen,,34.0837585,-118.352546,Kettle Black,4,338
ramen,,34.0837585,-118.352546,Kiku Sushi,4,338
coffee,,34.0484021,-118.2580705,Killer Noodle Tsujita,4.5,425
hotdog,,34.01562331,-118.3347559,King Of New York Pizzeria Pub,4.5,342
filipino,,34.14177,-118.22111,King Taco,4.5,170
sandwiches,,34.09454489,-118.3381749,Kings Road Cafe,4,1998
filipino,,34.14177,-118.22111,Kinjiro,4.5,170
hotdog,,34.01562331,-118.3347559,Kismet,4.5,341
hotdog,,34.01562331,-118.3347559,Kitchen Sooda,4.5,342
italian,,34.06505004,-118.2464933,Klat,4.5,992
italian,,34.06505004,-118.2464933,Kobawoo House,4.5,993
breakfast_brunch,,34.090825,-118.3323209,KOBUNGA,4,996
breakfast_brunch,,34.04067,-118.2500946,Kogi BBQ Truck - Azul,4,2212
breakfast_brunch,,34.090825,-118.3323209,Kogi BBQ Truck - Verde,4,997
gourmet,,34.059609,-118.419437,Kogi Taqueria,3.5,1933
gourmet,,34.059609,-118.419437,Koja Kitchen DTLA,3.5,1934
tapasmallplates,,34.03445363,-118.2836694,Komasa Sushi,4,706
bbq,FALSE,34.0665313,-118.2542661,Kopan Ramen - Los Angeles,4,1996
newamerican,,34.0448755,-118.2326144,Korean Kitchen Hibachi Barbeque,4.5,551
newamerican,,34.0448755,-118.2326144,Koreatown Galleria,4.5,552
italian,FALSE,34.08335868,-118.3247249,Koreatown Pizza Company,4,1524
newamerican,,34.04939,-118.256506,Kotoya Ramen,4,1755
newamerican,,34.0448755,-118.2326144,Kouraku Restaurant,4.5,553
chinese,,34.0761949,-118.3751356,Krab Queenz,4,289
breakfast_brunch,,34.062127,-118.311328,Ktown Pho,4,193
breakfast_brunch,,34.062127,-118.311328,Kues Restaurant,4,194
breakfast_brunch,,34.062127,-118.311328,Kura Revolving Sushi Bar,4,196
french,,34.051909,-118.3843212,KyoChon,4.5,1241
breakfast_brunch,,34.0505289,-118.2486189,L & E Oyster Bar,4,5585
breakfast_brunch,,34.07381349,-118.3774918,L.A. Birria,3.5,289
breakfast_brunch,,34.0505289,-118.2486189,L'Antica Pizzeria Da Michele,4,5585
falafel,,34.11696495,-118.2620931,La Abeja Restaurant,4.5,668
breakfast_brunch,,34.0505289,-118.2486189,La Barca Restaurant,4,5584
lounges,FALSE,34.04897,-118.2514,La Boucherie,4,7283
newamerican,,33.959442,-118.393598,La Brea Bakery Café,4,1367
breakfast_brunch,,34.0505289,-118.2486189,La Brea Ramen Bar,4,5584
korean,,34.05599268,-118.3099368,LA Breakfast Club,4.5,1627
korean,,34.0578449,-118.2843912,LA Brisket,4.5,214
hotdog,,34.08403,-118.34439,LA Café,3.5,7026
mexican,,34.07869,-118.21471,La Cevicheria,4,233
mexican,,34.07869,-118.21471,LA Chankla,4,233
mexican,,34.0720873,-118.367282,La Chuperia,4,948
mexican,,34.06251215,-118.3488146,La Esquina,4,482
korean,FALSE,34.0639032,-118.3061281,La Fonda,4,4775
mexican,,34.0571251,-118.346074,La Fonda Antioquena,4.5,1262
cuban,,34.08875714,-118.2769305,La Golondrina Mexican Cafe,4,703
cuban,,34.08875714,-118.2769305,La Michoacana Restaurant,4,704
mexican,,34.09105,-118.30819,La Noche Buena Restaurant,4.5,44
mexican,,34.09769,-118.35205,LA Number 1 Chueotang,3.5,1586
mexican,,34.09769,-118.35205,La Numero Uno,3.5,1587
mexican,,34.07587433,-118.3492203,LA Paella,3.5,1665
mexican,,34.07587433,-118.3492203,La Pergoletta,3.5,1666
mexican,,34.05748236,-118.2377401,La Pergoletta on Sunset,4,1128
mexican,,34.05748236,-118.2377401,La Picca,4,1129
thai,FALSE,34.09784367,-118.3183377,La Poubelle Bistro,4.5,1713
mexican,,34.09544,-118.30256,LA Prime,4.5,549
mexican,,34.09544,-118.30256,La Pupusa Urban Eatery,4.5,549
mexican,,34.09544,-118.30256,LA Rose Cafe,4.5,550
cafes,,34.10703737,-118.2034547,La Taquiza,4.5,509
newamerican,,34.08755,-118.33333,LA Vegan,4,1870
mexican,,34.09544,-118.30256,Lala's Argentine Grill,4.5,550
indpak,,34.072291,-118.368852,Lalibela Ethiopian Restaurant,4,793
indpak,,34.072291,-118.368852,Langer's,4,794
newamerican,,34.0976461,-118.3529173,Lao Tao,4,323
vegetarian,,34.077812,-118.264616,Larchmont Bungalow Cafe,4.5,738
vegetarian,,34.077812,-118.264616,Larchmont Village Wine Spirits & Cheese,4.5,739
vegetarian,,34.077812,-118.264616,LASA,4.5,739
seafood,,34.063452,-118.299046,Laveta,4,3156
delis,,34.0476,-118.317234,Lawry's The Prime Rib - Beverly Hills,4.5,1336
newamerican,FALSE,34.08369,-118.33988,Le Comptoir,4.5,72
seafood,,34.063452,-118.299046,Le Grand,4,3155
seafood,,34.063452,-118.299046,Le Petit Greek,4,3155
italian,,34.07117,-118.37702,Le Petit Marché,5,48
italian,,34.07117,-118.37702,Le Petit Paris,5,49
bubbletea,,34.07295286,-118.3755598,Lemon Poppy Kitchen,4.5,916
italian,,34.07117,-118.37702,Lemonade,5,50
argentine,,34.0110704,-118.4196397,Leo's Tacos Truck,4.5,733
argentine,,34.0110704,-118.4196397,Library Bar,4.5,732
newamerican,FALSE,34.077585,-118.259599,Lincoln Kitchen & Tap,4,4006
colombian,,34.06373,-118.296869,Little Bear,4,1106
salad,,34.03503535,-118.2835311,Little Dom's,4.5,273
italian,,34.0978651,-118.3256499,Little Fatty,4,838
italian,,34.0978651,-118.3256499,Little Jewel of New Orleans,4,839
newamerican,,34.046195,-118.261698,Little Kingston Jamaican Restaurant,4,2393
newamerican,,34.046195,-118.261698,Little Next Door,4,2395
falafel,,34.09115,-118.30078,Little Pine,4.5,303
italian,,34.1074686,-118.2872751,Little Sister,4,628
italian,,34.1074686,-118.2872751,Little Tokyo Taiyaki,4,628
italian,,34.10186222,-118.3124936,Lobsta Truck,4.5,357
newamerican,,34.0735193,-118.3767501,Lobster & Beer,4,463
newamerican,,34.0735193,-118.3767501,Local,4,464
korean,,34.06367623,-118.2954743,Locali,4.5,619
